date,action,spot,cashflow,n_lots
2023-04-20,COVER_CLOSE,17624.44921875,-1949.0345408915764,1
2023-04-20,OPEN,17624.44921875,389.70250893513946,1
2023-04-24,ROLL_PUT,17743.400390625,396.75902707836474,1
2023-04-26,ROLL_PUT,17813.599609375,140.00202613140863,1
2023-04-27,ROLL_PUT,17915.05078125,523.2898965422653,1
2023-04-27,COVER_CLOSE,17915.05078125,-1887.3513129320236,1
2023-04-27,OPEN,17915.05078125,503.97256457142294,1
2023-04-28,ROLL_PUT,18065.0,1299.4470042782723,1
2023-05-02,ROLL_PUT,18147.650390625,506.75797276129765,1
2023-05-04,ROLL_PUT,18255.80078125,1889.9683292767727,1
2023-05-04,FLY_CLOSE,18255.80078125,-4134.642782690973,1
2023-05-04,OPEN,18255.80078125,658.0860750353902,1
2023-05-05,ROLL_CALL,18069.0,2849.5935417063138,1
2023-05-05,FLY_CLOSE,18069.0,-5402.709074965637,1
2023-05-11,OPEN,18297.0,713.924383825218,1
2023-05-15,ROLL_PUT,18398.849609375,422.9061607038649,1
2023-05-16,ROLL_CALL,18286.5,953.9705786667366,1
2023-05-17,ROLL_CALL,18181.75,1629.4782556551454,1
2023-05-17,FLY_CLOSE,18181.75,-5438.9992662621335,1
2023-05-18,OPEN,18129.94921875,464.29145279260877,1
2023-05-19,ROLL_PUT,18203.400390625,265.2164744674734,1
2023-05-22,ROLL_PUT,18314.400390625,786.2651839208622,1
2023-05-23,ROLL_PUT,18348.0,139.17236870680478,1
2023-05-25,COVER_CLOSE,18321.150390625,-2148.373490371433,1
2023-05-25,OPEN,18321.150390625,849.0040316539464,1
2023-05-26,ROLL_PUT,18499.349609375,1570.7274925921552,1
2023-05-29,ROLL_PUT,18598.650390625,1027.2496104877757,1
2023-05-30,ROLL_PUT,18633.849609375,948.0133294217715,1
2023-05-30,FLY_CLOSE,18633.849609375,-4950.243137186799,1
2023-06-01,OPEN,18487.75,665.965191951967,1
2023-06-02,ROLL_PUT,18534.099609375,190.27847082035146,1
2023-06-05,ROLL_PUT,18593.849609375,81.1713233667719,1
2023-06-07,ROLL_PUT,18726.400390625,806.0385350465181,1
2023-06-08,ROLL_CALL,18634.55078125,1005.2527438824006,1
2023-06-08,FLY_CLOSE,18634.55078125,-4191.266355790411,1
2023-06-08,OPEN,18634.55078125,554.2886377055495,1
2023-06-09,ROLL_CALL,18563.400390625,643.6052127748483,1
2023-06-13,ROLL_PUT,18716.150390625,963.4608389446419,1
2023-06-13,FLY_CLOSE,18716.150390625,-3492.892859133944,1
2023-06-15,OPEN,18688.099609375,347.6019079234684,1
2023-06-16,ROLL_PUT,18826.0,1316.9022995695468,1
2023-06-19,ROLL_CALL,18755.44921875,788.1631754261994,1
2023-06-19,FLY_CLOSE,18755.44921875,-4145.744264305753,1
2023-06-22,OPEN,18771.25,361.4571832398864,1
2023-06-23,ROLL_CALL,18665.5,530.392588253826,1
2023-06-27,ROLL_PUT,18817.400390625,917.772991001975,1
2023-06-27,FLY_CLOSE,18817.400390625,-3345.629134530081,1
2023-07-06,OPEN,19497.30078125,919.838294553814,1
